"","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102"
"WDFY3-AS2",1,1,1,0.5,1.5,1.5,1,1,2,2,1,0.5,1,1,1,1,1,1,0.5,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1.5,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"WDFY4",1.5,2,1,1,1.5,1.5,1,1.5,1.5,1,0.5,1,1,1,1,1,2,1,1,1,1,1,1.5,1,1.5,1,0.5,1,1,1.5,1,1,1,1,0.5,1,0.5,1.5,1,1.5,0.5,1.5,2,1.5,1,1,1,1,2,1.5,1.5
"WDPCP",1.5,1.5,2,1.5,2,1.5,1,2,1.5,1,1,2.5,2.5,2,1,1,2,1,1,1,2,1,3,1.5,2,2,1.5,2,1,2.5,2,2,1,2.5,1,1.5,1,2,1,3,1.5,1.5,2.5,2.5,1.5,1,1,1.5,2,1,2
"WDR1",1,1,1,0.5,2,3,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1.5,3,0.5,1,1,1,0.5,0.5,1,1.5,2,0.5,1,0.5,1,1,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"WDR11",1.5,1.5,1,1,1.5,1.5,1,1.5,1,1,1,0.5,1,1,1,1,2,1,1,1,1.5,0.5,1.5,1,1.5,1,0.5,1,1,1.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,2,1.5,1,1,1,1,1,0.5,1.5
"WDR11-AS1",1.5,1.5,1,1,1.5,1.5,1,1.5,1,1,1,0.5,1,1,1,1,2,1,1,1,1.5,0.5,1.5,1,1.5,1,0.5,1,1,1.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,2,1.5,1,1,1,1,1,0.5,1.5
"WDR12",1,1.5,2,1,2.5,1,1.5,1.5,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1.5,3,1,1,1.5,1,1.5,1.5,2,3.5,1.5,1,1,1,2,1,1.5,1,1.5,3,2.5,1.5,0.5,1,1,2,1,1.5
"WDR17",1,1,1,1,1.5,1,1,1,1.5,1.5,1,0.5,1,1.5,1,0.5,1,0.5,0.5,1,0.5,0.5,2,1.5,1,1,1,0.5,0.5,1.5,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"WDR18",1,1,1.5,1,1,1.5,1,1,1,1.5,1,1,2,2,1,1,1.5,0.5,1,1,1,0.5,1,0.5,3,1,1,0.5,1,1.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,1.5,1.5,2,0.5,0.5,1,1.5,1,1
"WDR19",1,1,1,0.5,1,3,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1.5,3,0.5,1,1,1,0.5,0.5,1,1.5,2,0.5,1,0.5,1,0.5,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"WDR24",1,1,2,1,0.5,1.5,1,1,1.5,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1.5,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,2.5,1,1
"WDR26",2,1.5,2,1,2.5,1.5,1,2,2,1.5,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,1.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,1,1,1,2.5,1,1
"WDR27",1.5,1,2,1,1,1,1,1.5,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1,0.5,1.5,1,1,1.5,1.5,1,1,1,1,1.5,2,1,1,0.5,1,1,2,1,2.5,1,2,2,1,1.5,0.5,1,1,3,1,1
"WDR3",1,1.5,1,1,1,1.5,1,1.5,2.5,1,1,0.5,1.5,1,1,0.5,1.5,1.5,1,1,0.5,1,2,1,1,1,0.5,1,1,1.5,1,2,1,1,1,1,0.5,2,1,1,1,1.5,1.5,2,1.5,0.5,1,1,2.5,0.5,1
"WDR31",1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,1.5,2,2,1.5,1,1,0.5,0.5,1,1,1,1,1,2.5,2,1,1,1,1.5,2.5,1,1,1.5,0.5,1,1,2,1,1,1,2,1.5,1.5,1.5,1,1,1,1.5,1,1
"WDR33",1,1.5,2,1,1.5,1,1,1.5,1.5,1,1,1,2.5,1.5,1,1,2,1,1,1,1.5,1,2,1,2,2,2,1,1,1,1.5,2,1,2,1,0.5,1,2,1,1.5,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,1.5
"WDR35",1.5,1.5,2,1.5,2,1.5,1,2,2,1,1,1,2.5,2,1,1,2,1,1,1,1,1,3,1.5,1.5,3,1.5,1,1,3,2,2,1,2.5,1,1.5,1,2,1,1.5,1.5,1.5,2.5,2.5,2,1,1,1.5,2,1,1.5
"WDR36",1,1,1,1,2,1,0.5,1.5,1,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"WDR38",1,1,1.5,1.5,1,1,1.5,1.5,1.5,1,1,1.5,2,2,1.5,1,1,0.5,0.5,1,1,1,1,1,2.5,2,1,1,1,1.5,2.5,1,1,1.5,0.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,1
"WDR4",1,1.5,1,0.5,2,1.5,1,1.5,1.5,1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,0.5,1.5,0.5,1,1.5,0.5,1,1,1,1.5,1,2,1.5,1,1,0.5,1,1,1.5,1,1,1.5,1,1.5,1,0.5,1,2.5,1,1
"WDR41",1,1.5,1,1,1,1,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
"WDR45B",2,1.5,2,1,1.5,2,0.5,1.5,1.5,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,3,1.5,1.5,2,0.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1.5,2,1,2,1,2,2,2.5,2.5,0.5,1,1,2,1,0.5
"WDR46",1.5,1.5,1,1,1.5,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,0.5,1,2,1,1,1,1.5,1,2,1,2,0.5,1.5,0.5,1.5,1,1,1,1,2,3,1.5,0.5,1,1,2.5,1,2
"WDR48",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"WDR53",3.5,1.5,2,3.5,3.5,1.5,1.5,2,1.5,2.5,1.5,2,3.5,3.5,3,3,2,1.5,1.5,1,2,2,2,3.5,3.5,3.5,2.5,2,1.5,3.5,3,2.5,1.5,2.5,1.5,2.5,1.5,3.5,1,2.5,2,2.5,3.5,2,3.5,1.5,1.5,1,2.5,2,1.5
"WDR54",1.5,1.5,2,1.5,2,1.5,1,2,1.5,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1,2,2,1.5,1,1,2.5,1.5,2,1,2.5,1,1.5,1,2,1,3,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,2
"WDR55",2,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,2,1,1,0.5,1,1,1,0.5,1.5
"WDR59",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,0.5,1.5,1,1,1,1,1,1,1,0.5,0.5,1.5,0.5,2,1,1,1,1,1.5,1,1.5,1,1,1,1.5,1,2,1,0.5,1,1,1,1.5,1.5,1,1,1,2.5,0.5,1
"WDR6",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"WDR61",1.5,1.5,2,1,1.5,1,0.5,1,1,1.5,0.5,1,2,2,1,1,2.5,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,0.5,1,2,1,1,1,1,1.5,2.5,1.5,1,1,1,1.5,1,1.5
"WDR62",3.5,2,2.5,1.5,3,1.5,1,2.5,3.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,0.5,3,3.5,1,1.5,1,2.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,0.5,2.5,1.5,2,1,1,1,2,1,3.5
"WDR7",2,1,2,1,2.5,1.5,0.5,1.5,2,1,0.5,0.5,1.5,2,1,1,1.5,1,0.5,1,1,1,2,1,1.5,1.5,1,1,1,1,2,2,1,1,1,1,1,2.5,1,1.5,0.5,1,1,1,2,1,1,1,2,0.5,0.5
"WDR70",3.5,2,2.5,1,2,3.5,2.5,1.5,2,3,1.5,1,2.5,3,2,1.5,3,1.5,2,1,1,1,3.5,1,2,3.5,1,2.5,1,1.5,2.5,3.5,2,1.5,2.5,1.5,2.5,1.5,1,2.5,1,3.5,3.5,3.5,3,2,1,1,3,1,3.5
"WDR72",1.5,1.5,2,1,1.5,1,0.5,1,1.5,1.5,0.5,1,2,2,1,1,1.5,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,1,1,2,1,1,0.5,1,1.5,2.5,1.5,1,1,1,1.5,1,1
"WDR74",1,2,1.5,1,2,2,1,1.5,1.5,2,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1,1,1.5,1,1,1.5,0.5,1.5,1,2,1,1.5,1,1.5,2,1.5,1.5,1,1.5,1,1.5,1,1.5
"WDR75",1,1.5,2,1,2.5,1,1,1.5,1.5,1,1,1,2.5,1,1,1,1,1,1,1,1.5,1,2,1.5,3,1,1,1,1,1.5,1.5,2,1,1.5,1,1,1,2,1,1.5,1,1.5,3,2.5,1.5,1,1,1,2,1,1.5
"WDR76",1,1.5,2,1,1.5,1,0.5,1,1.5,1.5,0.5,0.5,2,2,1,1,1.5,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,1,1,2,1,1,0.5,1,1.5,2.5,1.5,1,1,1,1.5,1,0.5
"WDR81",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"WDR82",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"WDR83",1.5,1,2.5,1,1,1.5,1,1,1,1.5,1,1,2,2,1,1,1.5,0.5,1,1,1,0.5,1,0.5,3,1,1,0.5,1,2,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,1.5,1.5,2,1,0.5,1,1,1,2
"WDR86",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,0.5,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,3.5,1.5,2,2.5,1,0.5,1,2,1,1.5,1,1.5,1,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1.5
"WDR86-AS1",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,0.5,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,3.5,1.5,2,2.5,1,0.5,1,2,1,1.5,1,1.5,1,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1.5
"WDR88",1,2,2.5,1.5,2,1.5,1,2.5,3.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,0.5,3,3.5,1,1.5,1,2.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,1.5,1.5,1.5,2,1,1,1,1,1,3
"WDR89",1,2,1,1,2,2.5,1,1,1,1.5,0.5,1,1.5,2.5,1,0.5,3,0.5,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1.5,1.5,1,1.5,1,1.5,1,1,1,1.5,2,2,1,1,1.5,1,1,1,1
"WDR90",1,1,2,1,0.5,1.5,1,1,1.5,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1.5,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,2.5,1,1
"WDR91",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,0.5,1.5,0.5,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"WDR92",1.5,1.5,2,1.5,2,1.5,1,2,1.5,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1.5,2,2,1.5,1.5,1,2.5,2,2,1,2.5,1,1.5,1,2,1,3,1.5,1.5,2.5,2.5,1.5,1,1,1.5,2,1,2
"WDSUB1",1,1.5,2,1,2,1,1,1.5,1.5,1,1,1,2.5,1.5,1,1,2,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1.5,1.5,2,1,1.5,1,1,1,2,1,1.5,1,1.5,3,2.5,1.5,1,1,1,2,1,2
"WDTC1",1,1.5,1,1,1.5,1.5,1,1.5,2,1,1,0.5,1,1,1,0.5,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,1.5,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1
"WEE1",1,1,1,1,1,1,0.5,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,0.5,1.5,2,1.5,1.5,1,1.5,1,1.5,1,1
"WEE2-AS1",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,2.5,1.5,1,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"WFDC10B",1.5,1.5,2,1,2,2,1.5,1.5,1.5,3,1,1,2,2,1,1,2,1.5,1,1,1,1.5,3.5,1,1,1,1,1,1,1.5,2.5,1,1,1.5,1,1.5,1,2,1,1.5,1,3,1,2.5,2,1,1.5,1,3,1,1.5
"WFDC12",1.5,1.5,2,1,2,2,1.5,1.5,1.5,3,1,1,2,2,1,1,2,1.5,1,1,1,1.5,3.5,1,1,1,1,1,1,1.5,2.5,1,1,1.5,1,1.5,1,2,1,1.5,1,3,1,2.5,2,1,1.5,1,3,1,1.5
"WFDC2",1.5,1.5,2,1,2,2,1.5,1.5,1.5,3,1,1,2,2,1,1,2,1.5,1,1,1,1.5,3.5,1,1,1,1,1,1,1.5,2.5,1,1,1.5,1,1.5,1,2,1,1.5,1,3,1,2.5,2,1,1.5,1,3,1,1.5
"WFDC21P",2,1.5,2,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2.5,1,2,2,2.5,2,1,1,1,2,1,1.5
"WFDC3",1.5,1.5,2,1,2,2,1.5,1.5,1.5,3,1,1,2,2,1,1,2,1.5,1,1,1,1.5,3.5,1,1,1,1,1,1,1.5,2.5,1,1,1.5,1,1.5,1,2,1,1.5,1,3,1,2.5,2,1,1.5,1,3,1,1.5
"WFDC5",1.5,1.5,2,1,2,2,1.5,1.5,1.5,3,1,1,2,2,1,1,2,1.5,1,1,1,1.5,3.5,1,1,1,1,1,1,1.5,2.5,1,1,1.5,1,1.5,1,2,1,1.5,1,3,1,2.5,2,1,1.5,1,3,1,1.5
"WFIKKN1",1,1,2,1,0.5,1.5,1,1,1.5,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1.5,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,2.5,1,1
"WFIKKN2",2,1.5,2,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,2,2,2.5,2,1,1,1,2,1,1.5
"WFS1",1,1,1,0.5,1.5,3,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1.5,3,0.5,1,1,1,0.5,0.5,1,1.5,2,0.5,1,0.5,1,1,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"WHAMM",1.5,1.5,2,1,1.5,1,0.5,1,1,1.5,0.5,1,2,2,1,1,2.5,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,0.5,1,2,1,1,1,1,1.5,2.5,1.5,1,1,1,1.5,1,1.5
"WHRN",1,1,1.5,1.5,1,1,1.5,1.5,1.5,1,1,1.5,2,2,1.5,1,1,0.5,0.5,1,1,1,1,1,2.5,2,1,1,1,1.5,2.5,1,1,1.5,0.5,1,1,2,1,1,1,2,1.5,1.5,1.5,1,1,1,1.5,1,1
"WIF1",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,1.5,2,1.5,2,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1
"WIPF1",1,1.5,2,1,2.5,1,1,1.5,1.5,1,1,1,2.5,1,1,1,2.5,1,1,1,1.5,1,2,1.5,2,2.5,1,1,1,1.5,1.5,2,1,1.5,1,1,1,2,1,1.5,1,1.5,3,2.5,1.5,1,1,1,2,1,1.5
"WIPF2",2,1.5,2,1,1.5,2,1,1.5,1.5,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,2,1.5,1.5,2.5,1,1.5,0.5,2,1,2,1,1,3,2.5,2,1,1,1,2,1,1
"WIPF3",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"WIPI1",2,1.5,2,1,1.5,2,1,1.5,1.5,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,3,1.5,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1.5,2,1,2,1,2,2,2.5,2,1,1,1,2,1,1.5
"WIPI2",2.5,1.5,1.5,1,1.5,2,1.5,1.5,3.5,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2.5,1,1.5,1.5,2,1,1.5
"WLS",1,1.5,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,0.5,1,1.5,1.5,2,1.5,0.5,1,1,1.5,0.5,1
"WNK1",1.5,2,1.5,1.5,1.5,2,1.5,2,1.5,1.5,1,1,2,3,1,1.5,2,1,1,1,2.5,1,1.5,0.5,2.5,3.5,1,1,1,1.5,2.5,2,1.5,3,1,1,1,2,1,2.5,1,1,3.5,3.5,2,1,1,1,2,1,1.5
"WNK4",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,0.5,2,1,2,1,1,1,2.5,2,1,1,1,2,1,1
"WNT1",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"WNT10A",1,1.5,2,1,2.5,1,0.5,1.5,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,0.5,1,1,1,1,1,1.5,1.5,2,0.5,1.5,1,1,1,1.5,1,1.5,1,1.5,1,2.5,1.5,0.5,1,1,2,0.5,1.5
"WNT10B",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"WNT11",1,2,1.5,1,2,2,1.5,1.5,1.5,1,1,0.5,2.5,2,1,1,1.5,1,1,1,1,1,1.5,1.5,1.5,1.5,1,0.5,1,1.5,1.5,1,1,1.5,0.5,1.5,1,2,1,1.5,1,2.5,2,1.5,1.5,1,1.5,1,3.5,1,1.5
"WNT16",2.5,1.5,2.5,1,1.5,3.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,2,3.5,2,2,1,0.5,1.5,2,1,1
"WNT2",2.5,1.5,2.5,1,1.5,3.5,1,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,3.5,1.5,2,2.5,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"WNT3",2,1.5,2,1,1.5,2,1,1.5,3,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,2,1.5,2.5,2,1,1,1,2,1,1
"WNT3A",2,1.5,2,1,2.5,1.5,1,2,2,1.5,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,1.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,1,1,1,2.5,1,1
"WNT4",1,1.5,1,1,1.5,1.5,1,1.5,2,1,1,0.5,1,1,1,0.5,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,1.5,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1.5
"WNT5A",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"WNT5A-AS1",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"WNT7A",1,1.5,1,0.5,1,1.5,0.5,1.5,0.5,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1.5
"WNT9A",2,1.5,2,1,2.5,1.5,1,2,2,1.5,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,1.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,1,1,1,2.5,1,1
"WNT9B",2,1.5,2,1,1.5,2,1,1.5,3,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,2,1.5,2.5,2,1,1,1,2,1,1
"WRAP53",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"WRAP73",1,1.5,1,1,1.5,1.5,2,1.5,2,1,1,0.5,1,1,1,0.5,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,1.5,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1.5
"WRN",0.5,2,1,1.5,1,1,0.5,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,0.5,0.5,1,1.5,0.5,1,0.5,2,1.5,0.5,0.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,0.5,0.5,1.5,1.5,1,1,0.5,0.5,1,2.5,1,2
"WRNIP1",1.5,1.5,1,1,1,2,0.5,1.5,2,0.5,0.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,0.5,1,2,1,1,1,1.5,1.5,2,1,2,0.5,1.5,0.5,1.5,1,1,1,1,1.5,3,1.5,1,1,1,2.5,1,2
"WSB1",2,1.5,2,1,2,1.5,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,3,2.5,1.5,2,1.5,1,0.5,2,2.5,1.5,1.5,2.5,1,1.5,1,2,1,3,0.5,1,2,2.5,2,1,1,1,2,1,1
"WSB2",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,0.5,1,1,2,1,1.5,1,1.5,1.5,1,2,0.5,1,1,2,1,1
"WSCD1",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"WSCD2",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,0.5,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,0.5,1,1,2,1,1.5,1,1.5,1.5,2,2,0.5,1,1,2,1,1
"WT1",1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,1,1.5,2,1.5,1.5,1,3.5,1,1.5,1,1
