"","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64"
"AC092943.2",1.5,0.5,1,1,1.5,1.5,1.5,1,0.5,1,1.5,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"AC092944.1",1.5,0.5,1,1,1.5,1.5,1.5,1,0.5,1,1.5,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"AC092999.1",1.5,0.5,1,1,1.5,1.5,1.5,1,0.5,1,1.5,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"AC093110.1",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC093157.1",1,0.5,1,1,1,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"AC093157.2",1,0.5,1,1,1,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"AC093323.1",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,2.5,2,1.5,1,1,1,0.5,1,1.5
"AC093525.8",1,0.5,1,1.5,1.5,1,1,1,1,1,1,0.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1.5,0.5,1,1,1.5,1,1.5
"AC093535.1",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1.5,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,2,1,1,0.5,1,1,1,1,1
"AC093535.2",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1.5,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,2,1,1,0.5,1,1,1,1,1
"AC093583.1",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC093607.1",1,0.5,1,1,1.5,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1.5,2,1.5,1,1,1,0.5,1,1.5
"AC093620.1",1.5,1.5,1,1.5,2.5,2.5,1,1,1,2.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"AC093673.1",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC093690.1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,2.5,1.5,1,1,1.5,1.5,1,1
"AC093702.1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC093726.2",1,0.5,1,0.5,1,2.5,1,1,1,0.5,1.5,0.5,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"AC093752.1",1,0.5,1,1,1,1,1,1,0.5,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,1.5,1,1,1.5
"AC093787.1",1.5,1,1,1,2,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC093788.1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,0.5,1,2.5,1,1,1.5
"AC093797.1",1.5,0.5,1,0.5,1,2.5,1,1,1,1,2.5,1,1,1,0.5,0.5,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC093809.1",1,0.5,1,1,1.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,1.5,2,1.5,1,1,1,0.5,1,1.5
"AC093827.3",1,0.5,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.5,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC093827.4",1,0.5,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.5,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC093827.5",1,0.5,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.5,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC093849.1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,2.5,1,1,1,0.5,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC093849.2",1.5,0.5,1,0.5,1,1,1,1,1.5,1,2.5,1,1,1,0.5,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC093849.4",1.5,0.5,1,0.5,1,1,1,1,1.5,1,2.5,1,1,1,0.5,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC093898.1",1,0.5,1,1,1.5,2,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,1.5,2,1.5,1,1,1,0.5,1,1.5
"AC093904.2",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"AC093904.4",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"AC093908.1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,2.5,1,1.5,1,1,1.5
"AC095031.1",1,0.5,1,1,1,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"AC095055.1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,1.5,1,1,1.5
"AC096642.1",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1.5,1.5,2,1,1,1.5,2,1,1
"AC096677.1",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,2,1,1
"AC096720.2",1,0.5,1,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,3,1,1,1.5
"AC096733.2",1.5,0.5,1,1,1,1,1,1,1.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,3,1,1.5,1,1,1.5
"AC096751.1",1.5,0.5,1,0.5,1,1.5,1,1,1.5,1,2.5,1,1,1,0.5,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC096751.2",1.5,0.5,1,0.5,1,1.5,1,1,1.5,1,2.5,1,1,1,0.5,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC096887.1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC096921.2",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC096992.2",1.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"AC097376.2",1.5,0.5,1,1,1,1,1,1,1.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,3,1,1.5,1,1,1.5
"AC097376.3",1.5,0.5,1,1,1,1,1,1,1.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,3,1,1.5,1,1,1.5
"AC097382.3",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,2.5,2,1.5,1,1,1,0.5,1,1.5
"AC097448.1",1.5,1,1,1,1,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC097534.1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,2.5,1,1,1,0.5,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC097634.1",0.5,0.5,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1.5,1,1,1,2,1,1,1,1
"AC097638.1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,0.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC097639.1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC097658.1",1.5,0.5,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,3,1,1.5,1,1,1.5
"AC098484.4",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"AC098487.1",1.5,0.5,1,1,1,2,1,1,0.5,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,1,1,1,1.5
"AC098583.1",1,0.5,1,1,1.5,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1.5,2,1.5,1,1,1,0.5,1,1.5
"AC098590.1",1,0.5,1,1,2,1,1,1,0.5,0.5,1,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1.5,1.5,1.5,1,1,1,0.5,1,1.5
"AC098859.1",1.5,0.5,1,1,1,1,1,1,1.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,3,1,1.5,1,1,1.5
"AC098869.2",1,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1.5,1.5,1.5,1,1,1,0.5,1,1.5
"AC098935.1",1.5,0.5,1,1,1.5,2,1,1,1,1,2,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1.5,1.5,1.5,1,1,1.5,2,1,1
"AC099063.4",1,0.5,1,1,1,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"AC099329.2",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC099336.2",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,2,1,1
"AC099343.3",1.5,0.5,1,0.5,1,1,1,1,1,1,2.5,1,1,1,0.5,0.5,1.5,1,1,1,0,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC099344.3",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"AC099489.1",1,0.5,1,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1.5,2.5,1,1,1.5,1,1.5
"AC099521.2",1.5,0.5,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"AC099522.2",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"AC099524.1",1.5,0.5,1,0.5,1.5,1,1,1,1,1,2,0.5,1,1,1,0.5,1,1,1,1,1,0.5,0.5,2,1,1.5,1,1,1,1.5,1,1.5
"AC099560.2",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC099677.1",1.5,0.5,1,1,1,1.5,1,1,1,1,1.5,0.5,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"AC099684.2",1,0.5,1,0,2,1,1,1,0.5,0.5,1.5,1,1,1,1,1,2,1,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1.5
"AC099778.1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC099789.1",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,0.5,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"AC099850.1",1,0.5,1,1,1.5,1.5,1,1,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC100788.1",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC100788.2",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC100793.4",1,0.5,1,1,1.5,1,1,1,1,1.5,1.5,1.5,1,1,1,0.5,1.5,1,1,1,1.5,1,1,1,2.5,1,1,1,1,2,1,1.5
"AC100814.1",2,1,1,2,2.5,3,1.5,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1,1.5,1,1,2,1.5
"AC100821.1",2,0.5,1,2,2.5,3,1.5,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1,1,1,0.5,2.5,1.5,1.5,1,1.5,1,1,2,1.5
"AC100830.1",1,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"AC100830.2",1,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"AC100858.2",2.5,1,1,2,2.5,3,1.5,1,1,1,3,1.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,2.5,2,1.5,1.5,1.5,1.5,1,2,1.5
"AC100861.1",1,0.5,1,1.5,2.5,1,1.5,1,1,1,0.5,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"AC102945.2",1,0.5,1,1.5,2.5,1,1.5,1,1,1,0.5,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"AC103563.3",1,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC103563.7",1,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"AC103691.1",1,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"AC103702.1",1,0.5,1,1,1.5,1,1,1,1,1.5,1.5,1.5,1,1,0.5,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC103702.2",1,0.5,1,1,1.5,1,1,1,1,1.5,1.5,1.5,1,1,0.5,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC103718.1",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,2.5,2,1.5,1.5,1.5,1.5,1,2,1.5
"AC103740.1",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"AC103746.1",1,0.5,1,1,2,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,2,1,1,2,3.5,1,1
"AC103760.1",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1,2,1.5
"AC103858.3",1,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,2,3.5,1,1
"AC103923.1",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,2,1.5,1,1,1,1,1,1
"AC104041.1",1,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,2,3.5,1,1
"AC104051.2",2,0.5,1,2,2.5,3,1.5,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1,1,1,1.5,2.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"AC104117.3",0.5,1,1,1,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,1,1,0.5,1,1,1
"AC104118.1",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1
"AC104123.1",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1
"AC104162.1",0.5,0.5,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1.5,1.5,1,1,2,1,1,1,1
"AC104211.1",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1,2,1.5
"AC104212.3",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1,1.5,1,1,2,1.5
"AC104260.2",1,0.5,1,1.5,2,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,2,1,1,2,3.5,1,1
"AC104339.1",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1,2,1.5
"AC104389.5",1.5,1,1,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1.5,1.5,1,1,1.5,1,1,1.5
"AC104447.1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC104472.4",1.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"AC104581.4",1,0.5,1,0.5,1,1,1,1,0.5,0.5,1.5,0.5,1,1.5,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1.5
"AC104596.1",1.5,0.5,1,1,1,2,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,3,1,1.5,1,1,1.5
"AC104667.2",1.5,1,1,1,2,2,1,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC104695.2",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,2.5,1.5,1,1,1.5,1.5,1,1
"AC104794.3",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"AC104806.2",1,0.5,1,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,3,1,1,1.5
"AC104825.1",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,3.5,2,1.5,1,1,1,0.5,1,1.5
"AC104841.1",1.5,1,1,1,2,2,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"AC104958.2",2.5,1,1,2,2.5,3,1.5,1,1,1,3,1.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,2.5,2,1.5,1.5,1.5,1.5,1,2,1.5
"AC105020.1",1.5,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,2,3.5,1,1
"AC105020.6",1.5,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,2,3.5,1,1
"AC105021.1",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1.5
"AC105046.1",1,0.5,1,1.5,2.5,1,1.5,1,1,1,0.5,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"AC105074.1",1,0.5,1,1,1,1.5,1,1,1,0.5,1.5,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,1.5,1.5,1.5,1,1,1,1,1,1
"AC105101.1",1,0.5,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1.5,1.5,1.5,0.5,1,1,1,1,1
"AC105206.2",1,0.5,1,1.5,2.5,1,1.5,1,1,1,0.5,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"AC105219.3",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,0.5,2,1,1.5,1,1,1,1.5,2.5,3,1.5,1.5,1.5,1.5,1,2,1.5
"AC105250.1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,2.5,1,1,1.5
"AC105285.1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,2.5,1.5,1,1,0.5,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC105345.1",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,3.5,2,1.5,1,1,1,0.5,1,1.5
"AC105429.1",1.5,0.5,1,0.5,1.5,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,2,1,1.5,1,1,1,1.5,1,1.5
"AC105749.1",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"AC105916.1",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,2.5,2,1.5,1,1,1,0.5,1,1.5
"AC105942.1",1,0.5,1,1,1,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"AC106028.3",1,0.5,1,1,2,2.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,2,1,1,2,3.5,1,1
"AC106045.1",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,2.5,2,1.5,1,1,1,0.5,1,1.5
"AC106786.1",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1.5,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,2,1,1,0.5,1,1,1,1,1
"AC106791.1",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,2.5,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1
"AC106795.1",0.5,1,1,1,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1
"AC106795.2",0.5,1,1,1,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1
"AC106801.1",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"AC106820.1",1,0.5,1,1.5,1.5,1,1,1,1,1,1,0.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1.5,0.5,1,1,1.5,1,1.5
"AC106820.4",1,0.5,1,1.5,1.5,1,1,1,1,1,1,0.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1.5,0.5,1,1,1.5,1,1.5
"AC106872.2",1.5,0.5,1,0.5,1,2.5,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,2.5,1,1,1.5
"AC106872.6",1.5,0.5,1,0.5,1,2.5,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,2.5,1,1,1.5
"AC106882.1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,2.5,1,1.5,1,1,1.5
"AC106897.1",1.5,0.5,1,0.5,1,2.5,1,1,1,1,2.5,1,1,1,0.5,0.5,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"AC107021.2",1.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"AC107032.1",1,0.5,1,1,0.5,1,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,1.5,1,1,2,1,1.5,1,1,1,1,1,1.5
"AC107068.1",1,0.5,1,1,2.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1.5,1.5,1.5,1,1,1,1,1,1.5
"AC107075.1",1.5,1,1,1,1,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
